route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,peak_flag,fare_id,wheelchair_accessible,bikes_allowed
100006,22227,635408367,"Renton Transit Center Rainier Beach Station","LOCAL",0,7392223,21107003,0,101,1,1
100042,22227,635408377,"Renton S Renton P&R","LOCAL",1,7392208,10148002,0,101,1,1
100042,22227,635408387,"Fairwood S Renton P&R","LOCAL",0,7392223,21148003,0,101,1,1
100006,22227,635408397,"Beacon Hill Station Rainier Beach Station","LOCAL",1,7392258,10107002,0,101,1,1
100006,22227,635408407,"Renton Transit Center Rainier Beach Station","LOCAL",0,7392259,21107005,0,101,1,1
100006,22227,635408417,"Beacon Hill Station Rainier Beach Station","LOCAL",1,7392260,10107002,0,101,1,1
100006,22227,635408427,"Renton Transit Center Rainier Beach Station","LOCAL",0,7392178,21107003,0,101,1,1
100006,22227,635408437,"Beacon Hill Station Rainier Beach Station","LOCAL",1,7392208,10107002,0,101,1,1
100042,22227,635408447,"Renton S Renton P&R","LOCAL",1,7392223,10148002,0,101,1,1
100006,22227,635408457,"Renton Transit Center Rainier Beach Station","LOCAL",0,7392260,21107005,0,101,1,1
100042,22227,635408477,"Fairwood S Renton P&R","LOCAL",0,7392178,21148003,0,101,1,1
100042,22227,635408497,"Renton S Renton P&R","LOCAL",1,7392178,10148002,0,101,1,1
100006,22227,635408517,"Renton Transit Center Rainier Beach Station","LOCAL",0,7392208,21107005,0,101,1,1
100042,22227,635408537,"Fairwood S Renton P&R","LOCAL",0,7392258,21148003,0,101,1,1
100006,22227,635408557,"Beacon Hill Station Rainier Beach Station","LOCAL",1,7392178,10107002,0,101,1,1
100042,22227,635408567,"Renton S Renton P&R","LOCAL",1,7392258,10148002,0,101,1,1
100006,22227,635408587,"Beacon Hill Station Rainier Beach Station","LOCAL",1,7392208,10107002,0,101,1,1
100006,22227,635408597,"Renton Transit Center Rainier Beach Station","LOCAL",0,7392223,21107005,0,101,1,1
100006,22227,635408617,"Beacon Hill Station Rainier Beach Station","LOCAL",1,7392258,10107002,0,101,1,1
100042,22227,635408627,"Renton S Renton P&R","LOCAL",1,7392259,10148002,0,101,1,1
100006,22227,635408667,"Renton Transit Center Rainier Beach Station","LOCAL",0,7392178,21107005,0,101,1,1
100006,22227,635408677,"Beacon Hill Station Rainier Beach Station","LOCAL",1,7392223,10107002,0,101,1,1
100042,22227,635408697,"Renton S Renton P&R","LOCAL",1,7392260,10148002,0,101,1,1
100006,22227,635408717,"Renton Transit Center Rainier Beach Station","LOCAL",0,7392258,21107005,0,101,1,1
100006,22227,635408727,"Renton Transit Center Rainier Beach Station","LOCAL",0,7392259,21107005,0,101,1,1
100042,22227,635408757,"Renton S Renton P&R","LOCAL",1,7392238,10148002,0,101,1,1
100006,22227,635408827,"Renton Transit Center Rainier Beach Station","LOCAL",0,7392260,21107005,0,101,1,1
100006,22227,635408857,"Beacon Hill Station Rainier Beach Station","LOCAL",1,7392223,10107002,0,101,1,1
100006,22227,635408867,"Beacon Hill Station Rainier Beach Station","LOCAL",1,7392260,10107002,0,101,1,1
100006,22227,635408887,"Renton Transit Center Rainier Beach Station","LOCAL",0,7392223,21107005,0,101,1,1
100006,22227,635408917,"Renton Transit Center Rainier Beach Station","LOCAL",0,7392259,21107005,0,101,1,1
100006,22227,635408927,"Beacon Hill Station Rainier Beach Station","LOCAL",1,7392178,10107002,0,101,1,1
100006,22227,635408937,"Beacon Hill Station Rainier Beach Station","LOCAL",1,7392238,10107002,0,101,1,1
100006,22227,635408947,"Renton Transit Center Rainier Beach Station","LOCAL",0,7392260,21107005,0,101,1,1
100006,22227,635408957,"Beacon Hill Station Rainier Beach Station","LOCAL",1,7392223,10107002,0,101,1,1
100006,22227,635408967,"Renton Transit Center Rainier Beach Station","LOCAL",0,7392178,21107005,0,101,1,1
100006,22227,635408977,"Beacon Hill Station Rainier Beach Station","LOCAL",1,7392259,10107002,0,101,1,1
100006,22227,635408997,"Beacon Hill Station Rainier Beach Station","LOCAL",1,7392260,10107002,0,101,1,1
100006,22227,635409007,"Renton Transit Center Rainier Beach Station","LOCAL",0,7392259,21107005,0,101,1,1
100006,22227,635409027,"Beacon Hill Station Rainier Beach Station","LOCAL",1,7392178,10107002,0,101,1,1
100006,22227,635409037,"Beacon Hill Station Rainier Beach Station","LOCAL",1,7392259,10107002,0,101,1,1
100016,22227,635409077,"Tahlequah","LOCAL",0,7392247,21118002,0,101,1,1
100016,22227,635409097,"Tahlequah","LOCAL",0,7392247,21118002,0,101,1,1
100016,22227,635409117,"Tahlequah","LOCAL",0,7392247,21118002,0,101,1,1
100016,22227,635409147,"Ferry Terminal Via Shuttle","LOCAL",1,7392252,10118008,0,101,1,1
100016,22227,635409167,"Ferry Terminal Via Shuttle","LOCAL",1,7392252,10118008,0,101,1,1
100489,22227,635409527,"Southcenter Sea Tac","LOCAL",1,7392250,40156002,0,101,1,1
100489,22227,635409537,"Highline College Sea Tac","LOCAL",0,7392250,31156003,0,101,1,1
100074,22227,635409557,"Federal Way Transit Center","LOCAL",0,7392251,21183004,0,101,1,1
100074,22227,635409567,"Kent","LOCAL",1,7392251,10183003,0,101,1,1
100074,22227,635409587,"Kent","LOCAL",1,7392162,10183003,0,101,1,1
100074,22227,635409597,"Federal Way Transit Center","LOCAL",0,7392242,21183004,0,101,1,1
100074,22227,635409607,"Federal Way Transit Center","LOCAL",0,7392255,21183004,0,101,1,1
100074,22227,635409617,"Kent","LOCAL",1,7392162,10183003,0,101,1,1
100074,22227,635409627,"Kent","LOCAL",1,7392251,10183003,0,101,1,1
100074,22227,635409647,"Kent","LOCAL",1,7392251,10183003,0,101,1,1
100074,22227,635409657,"Federal Way Transit Center","LOCAL",0,7392242,21183004,0,101,1,1
100074,22227,635409697,"Federal Way Transit Center","LOCAL",0,7392255,21183004,0,101,1,1
100074,22227,635409707,"Kent","LOCAL",1,7392251,10183003,0,101,1,1
100074,22227,635409727,"Kent","LOCAL",1,7392162,10183003,0,101,1,1
100072,22227,635409797,"Twin Lakes P&R Auburn Station","LOCAL",1,7392163,30181003,0,101,1,1
100072,22227,635409827,"Twin Lakes P&R Auburn Station","LOCAL",1,7392164,30181003,0,101,1,1
100072,22227,635409847,"Twin Lakes P&R Auburn Station","LOCAL",1,7392196,30181003,0,101,1,1
100072,22227,635409877,"Twin Lakes P&R Auburn Station","LOCAL",1,7392195,30181003,0,101,1,1
100072,22227,635409887,"Twin Lakes P&R Auburn Station","LOCAL",1,7392165,30181003,0,101,1,1
100072,22227,635409897,"Twin Lakes P&R Auburn Station","LOCAL",1,7392163,30181003,0,101,1,1
100072,22227,635409917,"Twin Lakes P&R Auburn Station","LOCAL",1,7392164,30181003,0,101,1,1
100072,22227,635409937,"Twin Lakes P&R Auburn Station","LOCAL",1,7392196,30181003,0,101,1,1
100072,22227,635409967,"Twin Lakes P&R Auburn Station","LOCAL",1,7392195,30181003,0,101,1,1
100072,22227,635409977,"Green River Coll Auburn Station","LOCAL",0,7392164,41181005,0,101,1,1
100072,22227,635409987,"Twin Lakes P&R Auburn Station","LOCAL",1,7392165,30181003,0,101,1,1
100072,22227,635410007,"Twin Lakes P&R Auburn Station","LOCAL",1,7392163,30181003,0,101,1,1
100072,22227,635410047,"Twin Lakes P&R Auburn Station","LOCAL",1,7392164,30181003,0,101,1,1
100072,22227,635410127,"Twin Lakes P&R Auburn Station","LOCAL",1,7392164,30181003,0,101,1,1
100072,22227,635410147,"Twin Lakes P&R Auburn Station","LOCAL",1,7392195,30181003,0,101,1,1
100072,22227,635410167,"Twin Lakes P&R Auburn Station","LOCAL",1,7392196,30181003,0,101,1,1
100072,22227,635410187,"Twin Lakes P&R Auburn Station","LOCAL",1,7392165,30181003,0,101,1,1
100072,22227,635410197,"Twin Lakes P&R Auburn Station","LOCAL",1,7392163,30181003,0,101,1,1
100072,22227,635410227,"Twin Lakes P&R Auburn Station","LOCAL",1,7392164,30181003,0,101,1,1
100072,22227,635410237,"Twin Lakes P&R Auburn Station","LOCAL",1,7392196,30181003,0,101,1,1
100072,22227,635410257,"Twin Lakes P&R Auburn Station","LOCAL",1,7392195,30181003,0,101,1,1
100072,22227,635410337,"Green River Coll Auburn Station","LOCAL",0,7392163,41181005,0,101,1,1
100072,22227,635410347,"Twin Lakes P&R Auburn Station","LOCAL",1,7392195,30181003,0,101,1,1
100072,22227,635410357,"Green River Coll Auburn Station","LOCAL",0,7392164,41181005,0,101,1,1
100073,22227,635410737,"Federal Way Transit Center Via SW 356th St","LOCAL",1,7392254,10182002,0,101,1,1
100073,22227,635410807,"Federal Way Transit Center Via SW 356th St","LOCAL",1,7392254,10182002,0,101,1,1
100078,22227,635410837,"Twin Lakes Via Hoyt Road","LOCAL",0,7392254,21187002,0,101,1,1
100230,22227,635412717,"West Seattle South Downtown Seattle","LOCAL",1,7392166,30050002,0,101,1,1
100230,22227,635412757,"West Seattle South Downtown Seattle","LOCAL",1,7392244,30050002,0,101,1,1
100230,22227,635412787,"West Seattle South Downtown Seattle","LOCAL",1,7392257,30050002,0,101,1,1
100230,22227,635412797,"West Seattle South Downtown Seattle","LOCAL",1,7392243,30050002,0,101,1,1
100230,22227,635412807,"West Seattle South Downtown Seattle","LOCAL",1,7392244,30050002,0,101,1,1
100230,22227,635412817,"West Seattle South Downtown Seattle","LOCAL",1,7392245,30050002,0,101,1,1
100230,22227,635412827,"West Seattle South Downtown Seattle","LOCAL",1,7392245,30050002,0,101,1,1
100230,22227,635412857,"West Seattle South Downtown Seattle","LOCAL",1,7392243,30050002,0,101,1,1
100230,22227,635412887,"West Seattle South Downtown Seattle","LOCAL",1,7392257,30050002,0,101,1,1
100230,22227,635412907,"West Seattle South Downtown Seattle","LOCAL",1,7392166,30050002,0,101,1,1
100230,22227,635413037,"West Seattle South Downtown Seattle","LOCAL",1,7392257,30050002,0,101,1,1
100230,22227,635413107,"West Seattle South Downtown Seattle","LOCAL",1,7392246,30050002,0,101,1,1
100230,22227,635413127,"West Seattle South Downtown Seattle","LOCAL",1,7392244,30050002,0,101,1,1
100230,22227,635413167,"West Seattle South Downtown Seattle","LOCAL",1,7392246,30050002,0,101,1,1
100230,22227,635413177,"West Seattle South Downtown Seattle","LOCAL",1,7392246,30050002,0,101,1,1
100230,22227,635413197,"West Seattle South Downtown Seattle","LOCAL",1,7392244,30050002,0,101,1,1
100230,22227,635413247,"West Seattle South Downtown Seattle","LOCAL",1,7392243,30050002,0,101,1,1
100230,22227,635413357,"West Seattle South Downtown Seattle","LOCAL",1,7392246,30050002,0,101,1,1
100230,22227,635413367,"West Seattle South Downtown Seattle","LOCAL",1,7392245,30050002,0,101,1,1
100230,22227,635413377,"West Seattle South Downtown Seattle","LOCAL",1,7392166,30050002,0,101,1,1
100230,22227,635413387,"West Seattle South Downtown Seattle","LOCAL",1,7392243,30050002,0,101,1,1
100016,22227,635413427,"Tahlequah","LOCAL",0,7392247,21118002,0,101,1,1
100074,22227,635413447,"Kent","LOCAL",1,7392242,10183003,0,101,1,1
100074,22227,635413457,"Kent","LOCAL",1,7392255,10183003,0,101,1,1
100074,22227,635413467,"Kent","LOCAL",1,7392242,10183003,0,101,1,1
100074,22227,635413477,"Kent","LOCAL",1,7392255,10183003,0,101,1,1
100074,22227,635413487,"Kent","LOCAL",1,7392242,10183003,0,101,1,1
100074,22227,635413497,"Kent","LOCAL",1,7392255,10183003,0,101,1,1
100074,22227,635413507,"Kent","LOCAL",1,7392242,10183003,0,101,1,1
100074,22227,635413517,"Kent","LOCAL",1,7392255,10183003,0,101,1,1
100074,22227,635413537,"Kent","LOCAL",1,7392162,10183003,0,101,1,1
100074,22227,635413547,"Federal Way Transit Center","LOCAL",0,7392255,21183004,0,101,1,1
100074,22227,635413557,"Federal Way Transit Center","LOCAL",0,7392251,21183004,0,101,1,1
100074,22227,635413567,"Federal Way Transit Center","LOCAL",0,7392162,21183004,0,101,1,1
100074,22227,635413577,"Federal Way Transit Center","LOCAL",0,7392251,21183004,0,101,1,1
100074,22227,635413607,"Federal Way Transit Center","LOCAL",0,7392162,21183004,0,101,1,1
100074,22227,635413627,"Federal Way Transit Center","LOCAL",0,7392162,21183004,0,101,1,1
100074,22227,635413637,"Federal Way Transit Center","LOCAL",0,7392251,21183004,0,101,1,1
102717,22227,635413697,"Green River Coll Kent","LOCAL",0,7392169,41165001,0,101,1,1
102717,22227,635413707,"Green River Coll Kent","LOCAL",0,7392170,41165001,0,101,1,1
102717,22227,635413717,"Green River Coll Kent","LOCAL",0,7392167,41165001,0,101,1,1
102717,22227,635413867,"Green River Coll Kent","LOCAL",0,7392173,41165001,0,101,1,1
102717,22227,635413877,"Green River Coll Kent","LOCAL",0,7392174,41165001,0,101,1,1
102717,22227,635413887,"Green River Coll Kent","LOCAL",0,7392171,41165001,0,101,1,1
102717,22227,635413957,"Green River Coll Kent","LOCAL",0,7392171,41165001,0,101,1,1
102717,22227,635413967,"Green River Coll Kent","LOCAL",0,7392168,41165001,0,101,1,1
102717,22227,635413977,"Green River Coll Kent","LOCAL",0,7392220,41165001,0,101,1,1
102717,22227,635413997,"Green River Coll Kent","LOCAL",0,7392173,41165001,0,101,1,1
102717,22227,635414077,"Burien Transit Center Kent","LOCAL",1,7392173,30165008,0,101,1,1
102717,22227,635414207,"Burien Transit Center Kent","LOCAL",1,7392218,30165008,0,101,1,1
102717,22227,635414217,"Burien Transit Center Kent","LOCAL",1,7392173,30165008,0,101,1,1
102717,22227,635414227,"Burien Transit Center Kent","LOCAL",1,7392174,30165008,0,101,1,1
102717,22227,635414237,"Burien Transit Center Kent","LOCAL",1,7392171,30165008,0,101,1,1
102717,22227,635414297,"Burien Transit Center Kent","LOCAL",1,7392174,30165008,0,101,1,1
102717,22227,635414307,"Burien Transit Center Kent","LOCAL",1,7392171,30165008,0,101,1,1
102717,22227,635414327,"Burien Transit Center Kent","LOCAL",1,7392220,30165008,0,101,1,1
102717,22227,635414347,"Kent","LOCAL",0,7392220,41165004,0,101,1,1
102717,22227,635414357,"Kent","LOCAL",0,7392168,41165004,0,101,1,1
102717,22227,635414367,"Burien Transit Center","LOCAL",1,7392167,30165009,0,101,1,1
102718,22227,635414377,"SE Auburn","LOCAL",0,7392240,21184005,0,101,1,1
102718,22227,635414387,"SE Auburn","LOCAL",0,7392240,21184005,0,101,1,1
102718,22227,635414397,"SE Auburn","LOCAL",0,7392241,21184005,0,101,1,1
102718,22227,635414427,"SE Auburn","LOCAL",0,7392240,21184005,0,101,1,1
102718,22227,635414447,"SE Auburn","LOCAL",0,7392240,21184005,0,101,1,1
102718,22227,635414457,"SE Auburn","LOCAL",0,7392241,21184005,0,101,1,1
102718,22227,635414477,"SE Auburn","LOCAL",0,7392241,21184005,0,101,1,1
102718,22227,635414487,"SE Auburn","LOCAL",0,7392240,21184005,0,101,1,1
102718,22227,635414497,"SE Auburn","LOCAL",0,7392241,21184005,0,101,1,1
102718,22227,635414507,"SE Auburn","LOCAL",0,7392240,21184005,0,101,1,1
102718,22227,635414517,"SE Auburn","LOCAL",0,7392241,21184005,0,101,1,1
102718,22227,635414527,"SE Auburn","LOCAL",0,7392202,21184005,0,101,1,1
102718,22227,635414537,"SE Auburn","LOCAL",0,7392241,21184005,0,101,1,1
102718,22227,635414547,"SE Auburn","LOCAL",0,7392202,21184005,0,101,1,1
102718,22227,635414557,"SE Auburn","LOCAL",0,7392241,21184005,0,101,1,1
102718,22227,635414567,"SE Auburn","LOCAL",0,7392202,21184005,0,101,1,1
102718,22227,635414577,"SE Auburn","LOCAL",0,7392213,21184005,0,101,1,1
102718,22227,635414587,"SE Auburn","LOCAL",0,7392202,21184005,0,101,1,1
102718,22227,635414597,"SE Auburn","LOCAL",0,7392213,21184005,0,101,1,1
102718,22227,635414607,"SE Auburn","LOCAL",0,7392202,21184005,0,101,1,1
102718,22227,635414617,"SE Auburn","LOCAL",0,7392213,21184005,0,101,1,1
102718,22227,635414627,"SE Auburn","LOCAL",0,7392202,21184005,0,101,1,1
102718,22227,635414647,"SE Auburn","LOCAL",0,7392202,21184005,0,101,1,1
102718,22227,635414657,"SE Auburn","LOCAL",0,7392213,21184005,0,101,1,1
102718,22227,635414687,"SE Auburn","LOCAL",0,7392213,21184005,0,101,1,1
102718,22227,635414727,"Auburn Station","LOCAL",1,7392240,10184001,0,101,1,1
102718,22227,635414737,"Auburn Station","LOCAL",1,7392241,10184001,0,101,1,1
102718,22227,635414747,"Auburn Station","LOCAL",1,7392240,10184001,0,101,1,1
102718,22227,635414767,"Auburn Station","LOCAL",1,7392240,10184001,0,101,1,1
102718,22227,635414787,"Auburn Station","LOCAL",1,7392240,10184001,0,101,1,1
102718,22227,635414797,"Auburn Station","LOCAL",1,7392241,10184001,0,101,1,1
102718,22227,635414807,"Auburn Station","LOCAL",1,7392240,10184001,0,101,1,1
102718,22227,635414817,"Auburn Station","LOCAL",1,7392241,10184001,0,101,1,1
102718,22227,635414827,"Auburn Station","LOCAL",1,7392240,10184001,0,101,1,1
102718,22227,635414837,"Auburn Station","LOCAL",1,7392241,10184001,0,101,1,1
102718,22227,635414847,"Auburn Station","LOCAL",1,7392240,10184001,0,101,1,1
102718,22227,635414857,"Auburn Station","LOCAL",1,7392241,10184001,0,101,1,1
102718,22227,635414877,"Auburn Station","LOCAL",1,7392241,10184001,0,101,1,1
102718,22227,635414887,"Auburn Station","LOCAL",1,7392202,10184001,0,101,1,1
102718,22227,635414897,"Auburn Station","LOCAL",1,7392241,10184001,0,101,1,1
102718,22227,635414907,"Auburn Station","LOCAL",1,7392202,10184001,0,101,1,1
102718,22227,635414917,"Auburn Station","LOCAL",1,7392213,10184001,0,101,1,1
102718,22227,635414927,"Auburn Station","LOCAL",1,7392202,10184001,0,101,1,1
102718,22227,635414937,"Auburn Station","LOCAL",1,7392213,10184001,0,101,1,1
102718,22227,635414947,"Auburn Station","LOCAL",1,7392202,10184001,0,101,1,1
102718,22227,635414957,"Auburn Station","LOCAL",1,7392213,10184001,0,101,1,1
102718,22227,635415017,"Auburn Station","LOCAL",1,7392213,10184001,0,101,1,1
102720,22227,635415037,"Auburn Station Kent","LOCAL",0,7392197,21160007,0,101,1,1
102720,22227,635415047,"Renton Kent","LOCAL",1,7392197,10160002,0,101,1,1
102720,22227,635415097,"Auburn Station Kent","LOCAL",0,7392219,21160007,0,101,1,1
102720,22227,635415107,"Renton Kent","LOCAL",1,7392219,10160002,0,101,1,1
102720,22227,635415147,"Renton Kent","LOCAL",1,7392203,10160002,0,101,1,1
102720,22227,635415157,"Auburn Station Kent","LOCAL",0,7392199,21160007,0,101,1,1
102720,22227,635415197,"Auburn Station Kent","LOCAL",0,7392199,21160007,0,101,1,1
102720,22227,635415207,"Renton Kent","LOCAL",1,7392199,10160002,0,101,1,1
102720,22227,635415237,"Auburn Station Kent","LOCAL",0,7392199,21160007,0,101,1,1
102720,22227,635415277,"Auburn Station Kent","LOCAL",0,7392126,21160007,0,101,1,1
102720,22227,635415287,"Renton Kent","LOCAL",1,7392126,10160002,0,101,1,1
102720,22227,635415317,"Auburn Station Kent","LOCAL",0,7392126,21160007,0,101,1,1
102720,22227,635415327,"Renton Kent","LOCAL",1,7392126,10160002,0,101,1,1
102720,22227,635415357,"Auburn Station Kent","LOCAL",0,7392126,21160007,0,101,1,1
102720,22227,635415387,"Renton Kent","LOCAL",1,7392126,10160002,0,101,1,1
102720,22227,635415397,"Renton Kent","LOCAL",1,7392221,10160002,0,101,1,1
102720,22227,635415417,"Renton Kent","LOCAL",1,7392203,10160002,0,101,1,1
102720,22227,635415447,"Auburn Station Kent","LOCAL",0,7392203,21160007,0,101,1,1
102720,22227,635415457,"Renton Kent","LOCAL",1,7392203,10160002,0,101,1,1
102720,22227,635415487,"Auburn Station Kent","LOCAL",0,7392203,21160007,0,101,1,1
102720,22227,635415527,"Auburn Station Kent","LOCAL",0,7392199,21160007,0,101,1,1
102720,22227,635415537,"Kent","LOCAL",1,7392199,10160008,0,101,1,1
102720,22227,635415557,"Kent","LOCAL",1,7392199,10160008,0,101,1,1
102720,22227,635415577,"Kent","LOCAL",1,7392199,10160008,0,101,1,1
102720,22227,635415587,"Auburn Station Kent","LOCAL",0,7392198,21160007,0,101,1,1
102720,22227,635415597,"Renton Kent","LOCAL",1,7392198,10160002,0,101,1,1
102720,22227,635415627,"Auburn Station Kent","LOCAL",0,7392198,21160007,0,101,1,1
102720,22227,635415637,"Renton Kent","LOCAL",1,7392198,10160002,0,101,1,1
102720,22227,635415667,"Auburn Station Kent","LOCAL",0,7392198,21160007,0,101,1,1
102720,22227,635415707,"Auburn Station Kent","LOCAL",0,7392126,21160007,0,101,1,1
102720,22227,635415737,"Auburn Station Kent","LOCAL",0,7392197,21160007,0,101,1,1
102720,22227,635415747,"Renton Kent","LOCAL",1,7392197,10160002,0,101,1,1
102720,22227,635415767,"Renton Kent","LOCAL",1,7392197,10160002,0,101,1,1
102720,22227,635415777,"Auburn Station Kent","LOCAL",0,7392197,21160007,0,101,1,1
102720,22227,635415787,"Renton Kent","LOCAL",1,7392197,10160002,0,101,1,1
102720,22227,635415797,"Auburn Station Kent","LOCAL",0,7392197,21160007,0,101,1,1
102720,22227,635415817,"Auburn Station Kent","LOCAL",0,7392197,21160007,0,101,1,1
100512,22227,635416017,"Federal Way Transit Center International Boulevard","LOCAL",0,7392204,21671004,0,101,1,1
